combo,combo_title,metric_family,metric,percentile,policy,policy_label,seed,per_gpu_rate,value,unit,window_low,window_high
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,phase,PhaseServe,1,1.25,1.8758281741756944,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,phase,PhaseServe,0,1.5,1.896323037100956,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,phase,PhaseServe,1,1.5,1.8740690771955997,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,phase,PhaseServe,0,1.75,1.7856109896674752,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,phase,PhaseServe,1,1.75,1.8722220736090096,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,phase,PhaseServe,0,2.0,1.8188275087159127,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,phase,PhaseServe,1,2.0,1.8741306683514267,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,phase,PhaseServe,0,2.25,1.8111379055771977,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,phase,PhaseServe,1,2.25,1.8721593560185283,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,phase,PhaseServe,0,2.5,1.8121691322885456,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,phase,PhaseServe,1,2.5,1.8718112509232017,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,phase,PhaseServe,0,2.75,1.8097476817201823,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,phase,PhaseServe,1,2.75,1.872969349496998,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,phase,PhaseServe,0,3.0,1.814527654554695,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,phase,PhaseServe,1,3.0,1.8716546199284496,s/token,1.0,3.0
