combo,workload,policy,per_gpu_rate,ttft_s_p90,tpot_s_p90,context_queue_s_median,bridge_queue_s_median,decode_queue_s_median,context_exec_s_median,decode_exec_s_median,phase_decode_handoff_debt_pressure_mean,phase_decode_rho_hard_mean,phase_decode_infeasible_rounds,phase_context_prefill_budget_ratio_mean,phase_decode_kas_intensity_mean
opt13b_sharegpt,OPT-13B + ShareGPT,phase,0.75,0.19663251172751184,0.0497833440325318,0.0017341375350952,0.019661724567413302,0.0013541579246520502,0.06528490781784049,2.3725809454917908,0.04411135087488335,0.0,0.0,0.9797531023284705,0.16097165941719604
opt13b_sharegpt,OPT-13B + ShareGPT,phase,1.0,0.1995632933452725,0.2858315830607898,0.0017837285995483,0.9974682927131653,0.0014365911483764,0.06515210866928095,2.3596732020378113,0.3020378261635063,0.0376435518228562,3.5,0.9674244323848229,0.45003221034734525
opt13b_sharegpt,OPT-13B + ShareGPT,phase,1.25,1.5467551308684044,0.8366692950141925,0.0019815564155577997,4.826141357421875,0.0014746785163879,0.06205701828002925,2.381815195083618,0.4223880795750113,0.0712865499951445,0.0,0.9964188018276676,0.44988619159304866
opt13b_sharegpt,OPT-13B + ShareGPT,phase,1.5,7.8691978079266836,1.039406695772583,0.09373354911804195,6.888703882694244,0.00145852565765375,0.0720800161361694,2.3420256972312927,0.45790675746246723,0.0709592641261498,0.0,0.9988347895057036,0.44711426505790564
opt13b_sharegpt,OPT-13B + ShareGPT,phase,1.75,14.865443497989325,1.201800355892205,2.191926598548889,7.406677007675172,0.0014429688453673501,0.08102750778198235,2.3847774863243103,0.4825176560156629,0.1313461657050779,0.5,0.8784015821672833,0.7062996027154154
opt13b_sharegpt,OPT-13B + ShareGPT,phase,2.0,20.385649105906484,1.2453548186216947,2.687215566635132,8.430985808372498,0.001438558101654,0.08182054758071895,2.380915403366089,0.507892990702818,0.1366622864651774,0.0,0.8750078190313764,0.7392623576496001
opt13b_sharegpt,OPT-13B + ShareGPT,phase,2.25,21.786480248533188,1.3400720451062431,5.002385497093201,8.53927481174469,0.0014189481735229,0.07183927297592155,2.388592004776001,0.5229064082065324,0.1366622864651774,0.0,0.8749793682271421,0.7471148315712959
opt13b_sharegpt,OPT-13B + ShareGPT,phase,2.5,23.614441412035376,1.307791299193373,5.989008843898773,8.077495157718658,0.0014243125915526498,0.0902013778686523,2.3973671793937683,0.5226411887707996,0.1366622864651774,0.0,0.8750327200465551,0.736605506506034
opt13b_sharegpt,OPT-13B + ShareGPT,phase,2.75,27.635425754264,1.2622181782700737,6.525845944881439,8.841875433921814,0.0014294385910033499,0.08201479911804195,2.402954876422882,0.5310912065949633,0.15669766915835504,0.0,0.8742499743245676,0.7376318235347414
opt13b_sharegpt,OPT-13B + ShareGPT,phase,3.0,30.213902001082896,1.2168910632151868,7.210504055023193,8.73663729429245,0.0014276504516600999,0.08819741010665891,2.4364806413650513,0.536682615270841,0.21773113466595478,2.0,0.874164646761721,0.7682142902908144
opt13b_sharegpt,OPT-13B + ShareGPT,phase,3.25,36.2025405283086,1.5874159175918119,8.343550860881805,9.532208561897278,0.0013931989669799,0.08940106630325315,2.434346914291382,0.5875243797557089,0.2904200120943419,4.0,0.7869381256142335,0.9641324955552728
opt13b_sharegpt,OPT-13B + ShareGPT,phase,3.5,37.451398379262535,1.5022756140368676,11.966856598854065,9.482893645763397,0.0013815164566039501,0.08102345466613764,2.42713862657547,0.582749215995904,0.3061760840998685,0.0,0.7511861914444635,1.0
opt13b_sharegpt,OPT-13B + ShareGPT,phase,3.75,39.29901784276589,1.572846883415865,12.048564076423645,9.403741657733917,0.0013889074325560999,0.0884636044502258,2.4215166568756104,0.5809212747133408,0.3061760840998685,0.0,0.7511638504330476,1.0
opt13b_sharegpt,OPT-13B + ShareGPT,phase,4.0,38.428752211946986,1.5532784055932565,12.615204155445099,9.00602787733078,0.0013924837112425999,0.09172970056533811,2.3987085819244385,0.5972034883641744,0.3061760840998685,0.0,0.7511535758512532,1.0
opt13b_sharegpt,OPT-13B + ShareGPT,phase,4.25,38.64973755180836,1.6903048882584761,13.260403394699097,9.053799629211426,0.0013880133628845,0.0932780504226684,2.393364727497101,0.584439894062741,0.3061760840998685,0.0,0.7511449227616136,1.0
opt13b_sharegpt,OPT-13B + ShareGPT,phase,4.5,39.358947986457494,1.6997707897373895,13.643173158168793,8.948413372039795,0.00139099359512325,0.09603357315063475,2.3916112780570984,0.583846324346762,0.3061760840998685,0.0,0.7511473996784366,1.0
opt13b_sharegpt,OPT-13B + ShareGPT,phase,4.75,41.4569982743822,1.8159379675358325,15.747648417949677,8.577026307582855,0.00139236450195305,0.09150820970535276,2.4145028591156006,0.5971932002712393,0.3061760840998685,0.0,0.7511377141182715,1.0
opt13b_sharegpt,OPT-13B + ShareGPT,phase,5.0,39.17153356354683,1.4016243046914623,14.477076947689056,9.384774923324585,0.00138354301452635,0.08977687358856201,2.3704769611358643,0.5892163437631117,0.3061760840998685,0.0,0.7511326050176781,1.0
